Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Medical,Recruiting,Game Expenses and Travel,Coaches Compensation,Athletic Student Aid,Total Revenues,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,Ticket Sales
University of Utah,230764,2012,Football Bowl Subdivision,Pacific-12 Conference,"43,719,503","665,769","1,096,031","5,923,775","9,618,557","7,534,981","40,838,218","3,106,605","8,361,527","379,458","11,287,925"
University of Utah,230764,2013,Football Bowl Subdivision,Pacific-12 Conference,"49,520,152","904,910","1,184,050","6,047,549","10,114,828","8,034,269","46,855,283","3,351,855","7,457,524","20,838","12,039,126"
University of Utah,230764,2014,Football Bowl Subdivision,Pacific-12 Conference,"50,531,606","993,694","1,063,552","5,790,721","11,313,635","8,093,457","56,470,310","3,391,602","9,967,838","281,834","13,679,024"
University of Utah,230764,2015,Football Bowl Subdivision,Pacific-12 Conference,"58,734,014","1,017,228","1,139,212","6,923,536","13,349,206","8,667,970","62,441,552","3,759,182","7,978,494","1,181,384","13,100,456"
University of Utah,230764,2016,Football Bowl Subdivision,Pacific-12 Conference,"78,051,971","929,368","1,595,398","9,679,783","15,425,501","10,683,237","79,447,512","5,400,513","8,549,247","446,979","16,976,245"
University of Utah,230764,2017,Football Bowl Subdivision,Pacific-12 Conference,"81,620,307","1,205,884","1,878,142","9,825,811","17,286,516","10,688,218","83,672,639","5,544,140","9,031,413","369,046","17,097,290"
University of Utah,230764,2018,Football Bowl Subdivision,Pacific-12 Conference,"87,578,834","1,092,534","1,964,161","9,942,324","19,170,085","10,894,082","91,386,593","9,927,600","9,638,735","539,436","18,730,043"
University of Virginia,234076,2005,Football Bowl Subdivision,Atlantic Coast Conference,"59,825,403","869,469","858,505","5,701,621","7,300,864","8,154,552","63,060,540","1,890,353","27,849,391","1,320,314","11,334,095"
University of Virginia,234076,2006,Football Bowl Subdivision,Atlantic Coast Conference,"51,591,398","865,281","1,235,161","6,282,217","9,785,621","8,775,941","52,898,726","2,240,604","14,567,256","1,358,402","12,153,501"
University of Virginia,234076,2007,Football Bowl Subdivision,Atlantic Coast Conference,"64,852,417","1,010,152","1,112,027","7,729,281","9,896,811","10,516,861","64,069,968","3,852,105","21,940,069","1,553,960","13,651,620"
University of Virginia,234076,2008,Football Bowl Subdivision,Atlantic Coast Conference,"65,838,543","1,285,514","1,280,853","9,729,955","10,558,573","9,567,702","64,396,612","3,561,647","18,933,467","1,556,651","14,895,325"
University of Virginia,234076,2009,Football Bowl Subdivision,Atlantic Coast Conference,"63,696,905","1,384,919","1,180,624","8,386,876","12,281,643","11,887,012","67,141,171","3,838,732","21,553,464","1,517,606","13,791,680"
University of Virginia,234076,2010,Football Bowl Subdivision,Atlantic Coast Conference,"70,870,412","1,197,710","884,372","8,183,686","13,001,200","11,684,196","81,841,633","6,968,961","33,975,775","275,000","14,444,012"
University of Virginia,234076,2011,Football Bowl Subdivision,Atlantic Coast Conference,"72,400,342","1,308,657","1,123,719","8,464,286","14,070,704","12,689,991","78,439,006","3,890,059","34,503,066","500,000","12,175,077"
University of Virginia,234076,2012,Football Bowl Subdivision,Atlantic Coast Conference,"75,437,849","1,442,109","1,251,498","9,774,758","15,638,130","12,842,671","80,835,566","3,858,361","30,706,516","200,000","12,723,485"
University of Virginia,234076,2013,Football Bowl Subdivision,Atlantic Coast Conference,"84,201,789","1,754,818","1,184,313","9,656,484","16,406,122","13,520,148","84,402,710","5,642,194","31,258,670","261,000","13,072,435"
University of Virginia,234076,2014,Football Bowl Subdivision,Atlantic Coast Conference,"87,426,105","1,190,110","1,215,886","9,957,380","18,089,569","14,317,881","83,697,971","4,733,274","25,125,724","9,500","15,872,912"
University of Virginia,234076,2015,Football Bowl Subdivision,Atlantic Coast Conference,"91,345,925","1,403,612","1,247,601","9,738,050","20,293,064","15,213,617","91,256,772","5,123,443","27,762,131","314,000","12,365,432"
University of Virginia,234076,2016,Football Bowl Subdivision,Atlantic Coast Conference,"99,801,739","1,310,498","1,536,867","10,582,974","20,112,176","17,212,051","103,272,319","14,369,930","31,556,907","515,700","14,612,987"
University of Virginia,234076,2017,Football Bowl Subdivision,Atlantic Coast Conference,"100,324,517","1,405,448","1,588,067","10,189,463","21,464,522","17,855,339","92,865,175","8,475,542","26,127,871","644,432","12,339,296"
University of Virginia,234076,2018,Football Bowl Subdivision,Atlantic Coast Conference,"106,926,915","1,576,317","1,740,460","12,779,112","22,518,057","18,961,246","106,581,570","9,457,752","27,594,417","265,000","13,885,527"
University of Washington,236948,2005,Football Bowl Subdivision,Pacific-12 Conference,"45,423,346","487,840","670,408","5,753,354","7,818,498","6,424,582","43,197,964","2,731,682","10,000,542","1,219,261","13,611,228"
University of Washington,236948,2006,Football Bowl Subdivision,Pacific-12 Conference,"49,011,005","547,434","839,919","6,245,917","9,386,815","6,876,260","52,441,834","3,309,505","11,664,178","1,174,698","18,760,681"
University of Washington,236948,2007,Football Bowl Subdivision,Pacific-12 Conference,"50,795,299","524,194","934,969","6,924,441","9,934,852","7,201,491","59,648,451","6,057,048","17,388,883","1,509,755","16,633,979"
University of Washington,236948,2008,Football Bowl Subdivision,Pacific-12 Conference,"57,330,671","551,919","928,348","8,207,585","10,068,076","7,704,449","60,729,016","6,589,490","12,682,342","1,609,393","22,556,942"
University of Washington,236948,2009,Football Bowl Subdivision,Pacific-12 Conference,"60,575,780","632,602","917,417","8,153,499","11,068,509","8,249,982","54,019,862","6,499,495","12,488,233","1,316,550","21,339,631"
University of Washington,236948,2010,Football Bowl Subdivision,Pacific-12 Conference,"61,640,598","734,653","863,710","7,810,164","11,844,560","8,194,179","64,034,410","8,193,224","15,732,042","1,232,807","21,622,833"
University of Washington,236948,2011,Football Bowl Subdivision,Pacific-12 Conference,"67,900,835","625,600","1,089,582","9,092,905","13,368,311","8,720,351","70,231,336","9,742,917","15,840,217","1,499,078","20,534,924"
University of Washington,236948,2012,Football Bowl Subdivision,Pacific-12 Conference,"73,833,643","887,518","1,408,025","9,467,478","14,567,346","9,938,526","82,594,783","9,867,128","23,501,105","1,106,262","22,682,731"
University of Washington,236948,2013,Football Bowl Subdivision,Pacific-12 Conference,"76,209,927","855,457","1,466,929","10,448,504","15,869,408","10,729,571","85,072,886","8,554,465","26,598,771","585,123","19,895,534"
University of Washington,236948,2014,Football Bowl Subdivision,Pacific-12 Conference,"86,097,137","955,477","1,307,465","12,343,769","16,812,513","11,604,349","100,275,187","11,321,491","24,031,168","341,312","28,488,448"
University of Washington,236948,2015,Football Bowl Subdivision,Pacific-12 Conference,"104,403,253","1,312,222","1,365,227","12,601,653","16,625,092","11,669,264","103,540,117","12,701,796","22,777,825","450,000","24,752,152"
University of Washington,236948,2016,Football Bowl Subdivision,Pacific-12 Conference,"109,560,972","1,154,476","1,474,005","14,198,424","18,178,157","13,026,272","107,154,560","14,655,547","23,186,969","518,000","25,381,191"
University of Washington,236948,2017,Football Bowl Subdivision,Pacific-12 Conference,"123,503,513","1,147,359","1,457,560","17,687,212","21,020,478","13,211,739","128,745,183","16,221,036","35,367,278","7,500","26,480,596"
University of Washington,236948,2018,Football Bowl Subdivision,Pacific-12 Conference,"126,133,008","1,319,102","1,740,611","17,364,987","22,002,788","13,416,662","130,919,331","16,436,076","34,290,640","498,865","29,405,335"
University of Wisconsin-Madison,240444,2005,Football Bowl Subdivision,Big Ten Conference,"75,719,048","1,279,097","614,424","11,091,091","9,363,248","7,867,347","75,814,556","1,745,883","20,269,398","260,000","21,072,976"
University of Wisconsin-Madison,240444,2006,Football Bowl Subdivision,Big Ten Conference,"78,845,355","1,463,083","674,747","11,687,495","9,900,140","7,721,169","78,948,241","2,439,632","19,106,871","560,000","21,538,228"
University of Wisconsin-Madison,240444,2007,Football Bowl Subdivision,Big Ten Conference,"83,134,641","1,557,033","747,066","12,550,362","11,030,636","8,193,060","84,312,381","3,361,791","13,749,727","150,000","25,426,650"
University of Wisconsin-Madison,240444,2008,Football Bowl Subdivision,Big Ten Conference,"93,008,125","1,682,004","754,972","15,149,940","12,805,872","8,788,071","95,118,124","2,705,018","18,777,294","330,000","26,936,910"
University of Wisconsin-Madison,240444,2009,Football Bowl Subdivision,Big Ten Conference,"89,643,069","1,929,737","792,789","13,504,934","12,241,645","9,098,129","91,806,135","3,339,279","16,209,704","350,000","26,036,340"
University of Wisconsin-Madison,240444,2010,Football Bowl Subdivision,Big Ten Conference,"92,259,330","1,610,612","800,746","13,802,510","14,557,280","9,431,937","96,038,912","3,133,799","19,247,563","405,000","25,732,357"
University of Wisconsin-Madison,240444,2011,Football Bowl Subdivision,Big Ten Conference,"95,623,345","1,988,025","765,383","14,894,795","14,148,064","9,638,465","96,288,191","3,251,109","14,911,158","328,000","27,333,229"
University of Wisconsin-Madison,240444,2012,Football Bowl Subdivision,Big Ten Conference,"102,275,206","2,506,604","835,483","14,783,656","15,849,964","10,300,834","103,803,040","4,703,863","19,703,260","1,000,000","27,569,088"
University of Wisconsin-Madison,240444,2013,Football Bowl Subdivision,Big Ten Conference,"146,659,187","2,793,167","934,893","15,098,982","15,885,784","10,754,708","149,141,405","4,289,089","58,907,876","401,500","27,675,492"
University of Wisconsin-Madison,240444,2014,Football Bowl Subdivision,Big Ten Conference,"125,096,235","2,844,413","1,026,757","13,393,356","15,931,618","11,051,092","127,910,918","4,616,212","38,456,619","562,591","27,556,037"
University of Wisconsin-Madison,240444,2015,Football Bowl Subdivision,Big Ten Conference,"118,691,112","2,846,799","1,000,866","13,499,931","18,130,413","11,996,523","123,895,543","6,218,970","22,816,373","2,187,955","28,532,895"
University of Wisconsin-Madison,240444,2016,Football Bowl Subdivision,Big Ten Conference,"130,433,373","2,377,736","1,128,310","15,227,945","17,530,861","14,593,769","132,788,726","7,728,295","21,499,693","4,128,000","30,959,974"
University of Wisconsin-Madison,240444,2017,Football Bowl Subdivision,Big Ten Conference,"142,930,591","2,789,687","1,076,283","16,760,592","18,437,364","16,324,620","143,420,668","13,763,465","24,110,895","3,071,165","28,773,188"
University of Wisconsin-Madison,240444,2018,Football Bowl Subdivision,Big Ten Conference,"149,798,158","2,369,548","1,224,327","15,793,588","22,084,888","17,207,930","151,966,795","13,185,627","15,478,578","448,765","32,506,180"
University of Wyoming,240727,2005,Football Bowl Subdivision,Mountain West Conference,"20,924,672","573,995","365,053","2,645,455","4,339,637","3,125,390","21,445,005","778,427","1,110,539","413,000","2,817,892"
University of Wyoming,240727,2006,Football Bowl Subdivision,Mountain West Conference,"22,292,557","590,277","460,479","3,212,758","4,645,321","3,391,053","21,187,320","823,447","1,271,097","746,880","3,165,695"
University of Wyoming,240727,2007,Football Bowl Subdivision,Mountain West Conference,"23,937,954","621,560","538,131","3,629,745","5,201,830","4,041,443","23,420,960","1,009,705","1,388,918","412,000","3,418,260"
University of Wyoming,240727,2008,Football Bowl Subdivision,Mountain West Conference,"24,876,915","592,451","490,992","3,689,739","5,419,337","3,988,800","24,547,609","1,144,081","1,528,104","360,000","3,499,346"
University of Wyoming,240727,2009,Football Bowl Subdivision,Mountain West Conference,"26,611,238","501,652","553,764","3,228,345","5,149,611","4,314,521","26,534,233","1,177,400","2,236,485","525,197","2,941,210"
University of Wyoming,240727,2010,Football Bowl Subdivision,Mountain West Conference,"26,524,851","334,996","532,034","3,944,532","5,172,484","4,635,285","26,979,594","1,254,868","1,917,498","660,000","3,854,527"
University of Wyoming,240727,2011,Football Bowl Subdivision,Mountain West Conference,"27,800,441","549,507","562,262","3,441,689","5,677,939","4,586,220","27,577,001","1,254,417","2,598,410","650,000","3,638,417"
University of Wyoming,240727,2012,Football Bowl Subdivision,Mountain West Conference,"30,476,152","572,650","578,457","3,672,269","6,243,478","5,458,804","30,266,873","1,250,528","3,213,296","210,000","4,516,450"
University of Wyoming,240727,2013,Football Bowl Subdivision,Mountain West Conference,"29,731,941","551,469","468,355","3,216,484","6,301,941","5,307,766","29,647,103","1,325,859","2,896,599","1,132,500","3,600,449"
University of Wyoming,240727,2014,Football Bowl Subdivision,Mountain West Conference,"32,966,973","628,769","620,545","3,420,728","6,741,195","5,272,553","32,336,367","1,309,235","4,744,039","946,000","3,759,013"
University of Wyoming,240727,2015,Football Bowl Subdivision,Mountain West Conference,"33,364,169","807,030","899,095","4,099,326","7,383,363","5,691,969","35,260,511","1,432,044","6,309,583","1,406,500","3,918,182"
University of Wyoming,240727,2016,Football Bowl Subdivision,Mountain West Conference,"37,221,003","852,625","1,209,746","4,570,113","7,472,335","6,689,790","36,878,369","1,720,116","4,938,631","812,000","3,500,338"
University of Wyoming,240727,2017,Football Bowl Subdivision,Mountain West Conference,"38,669,544","853,455","833,477","3,994,455","8,824,845","7,171,114","40,372,222","1,757,820","7,577,090","615,000","4,435,800"
University of Wyoming,240727,2018,Football Bowl Subdivision,Mountain West Conference,"43,005,108","889,708","887,366","4,732,003","8,919,809","6,797,619","44,910,641","2,034,259","8,576,862","1,084,200","4,645,671"
Utah State University,230728,2005,Football Bowl Subdivision,Western Athletic Conference,"10,965,044","358,000","265,900","1,731,300","2,030,365","2,411,595","10,965,546","710,719","985,783","1,430,500","1,032,946"
Utah State University,230728,2006,Football Bowl Subdivision,Western Athletic Conference,"11,501,727","331,000","323,741","1,765,000","2,211,497","2,533,474","10,933,624","937,799","1,037,668","733,500","1,100,838"
Utah State University,230728,2007,Football Bowl Subdivision,Western Athletic Conference,"12,690,335","292,149","251,336","2,048,719","2,445,178","3,199,493","12,822,145","662,158","980,742","1,000,000","1,234,612"
